| RUN | TSTART | BEAM | TARGET | E | TRIGGER | RUNTYPE | EVENTS | RUNCOMMENT | 	
| 4013 | 14-MAY-98 17:04:57 |  |  |   |  | Unknown | 541122 |  Alpha 3 pics+laser+gene |
| 4014 | 14-MAY-98 17:26:54 |  |  |   |  | Unknown | 252379 |  idem ? |
| 4015 | 14-MAY-98 18:01:08 |  |  |   |  | Unknown | 48659 |  trash |
| 4019 | 14-MAY-98 19:58:55 |  |  |   |  | Automate | 199999 |  automate |
| 4020 | 14-MAY-98 21:27:17 |  |  |   |  | Automate | 5478 |  automate |
| 4021 | 14-MAY-98 21:29:48 |  |  |   |  | Automate | 173827 |  automate |
| 4022 | 14-MAY-98 23:33:35 |  |  |   |  | Cosmics | 574109 |  cosmiques |
| 4023 | 15-MAY-98 04:26:16 | 197Au | 197Au | 50 | M>=3 | Phys | 347832 |  Au 50 MeV/A M=3 |
| 1023 | 17-JUN-98 00:02:51 |  |  |   |  | Unknown | 224334 |  Aucune Info |
| 4024 | 17-JUN-98 00:41:37 | 197Au | 197Au | 50 | M>=3 | Phys | 230937 |  Au 50 MeV/A M=3 cf cahier #9 page 152 |
| 4025 | 17-JUN-98 10:17:23 |  |  |   |  | Alpha | 893697 |  Source Alpha Thoron ? |
| 4026 | 17-JUN-98 10:27:14 |  |  |   |  | Alpha | 892867 |  Source Alpha Thoron ? |
| 4027 | 17-JUN-98 10:38:06 |  |  |   |  | Alpha | 892911 |  Source Alpha Thoron ? |
| 4028 | 17-JUN-98 10:48:57 |  |  |   |  | Alpha | 580851 |  Source Alpha Thoron ? |
| 4029 | 17-JUN-98 11:04:49 |  |  |   |  | Alpha | 891660 |  Source Alpha Thoron ? |
| 4030 | 17-JUN-98 11:37:01 |  |  |   |  | Alpha | 887721 |  Source Alpha Thoron ? |
| 4031 | 17-JUN-98 12:12:19 |  |  |   |  | Alpha | 884367 |  Source Alpha Thoron ? |
| 4032 | 17-JUN-98 12:50:26 |  |  |   |  | Alpha | 881010 |  Source Alpha Thoron ? |
| 4033 | 17-JUN-98 13:30:51 |  |  |   |  | Alpha | 84614 |  Source Alpha Thoron ? |
| 4034 | 17-JUN-98 15:16:48 |  |  |   |  | Alpha | 888278 |  Source Alpha Thoron ? |
| 4035 | 17-JUN-98 15:51:35 |  |  |   |  | Alpha | 888750 |  Source Alpha Thoron ? |
| 1036 | 17-JUN-98 16:26:30 |  |  |   |  | Unknown | 55025 |  Aucune Info |
| 4036 | 18-JUN-98 00:51:26 |  |  |   |  | Alpha | 2233 |  Source Alpha Thoron |
| 4037 | 18-JUN-98 00:52:34 | 197Au | 197Au | 50 | M>=3 | Phys | 220013 |  Au 50 MeV/A M=3 |
| 4038 | 18-JUN-98 02:06:33 | 197Au | 197Au | 50 | M>=3 | Phys | 217064 |  Au 50 MeV/A M=3 |
| 4039 | 18-JUN-98 03:22:07 | 197Au | 197Au | 50 | M>=3 | Phys | 217401 |  Au 50 MeV/A M=3 |
| 4040 | 18-JUN-98 04:30:44 | 197Au | 197Au | 50 | M>=3 | Phys | 64848 |  Au 50 MeV/A M=3 |
| 4041 | 18-JUN-98 05:30:59 | 197Au | 197Au | 50 | M>=3 | Phys | 227746 |  Au 50 MeV/A M=3 |
| 4042 | 18-JUN-98 06:39:48 | 197Au | 197Au | 50 | M>=3 | Phys | 68503 |  Au 50 MeV/A M=3 |
| 4043 | 18-JUN-98 09:44:12 |  |  |   |  | Pedestal | 52780 |  piedestaux Silicium |
| 4044 | 18-JUN-98 10:29:57 |  |  |   |  | Pedestal | 15419 |  piedestaux Silicium |
| 4045 | 18-JUN-98 15:47:41 | 197Au | 197Au | 15 | M>=1 | Phys | 239953 |  Au 15MeV/A |
| 4046 | 18-JUN-98 15:55:27 | 197Au | 197Au | 15 | M>=1 | Phys | 479076 |  Au 15MeV/A |
| 4047 | 18-JUN-98 16:09:29 | 197Au | 197Au | 15 | M>=1 | Phys | 520998 |  Au 15MeV/A |
| 4049 | 19-JUN-98 01:45:17 | 197Au | 197Au | 100 | M>=3 | Phys | 201641 |  Cahier #9: p162 |
| 4050 | 19-JUN-98 02:26:18 | 197Au | 197Au | 100 | M>=3 | Phys | 204522 |
| 4051 | 19-JUN-98 03:08:16 | 197Au | 197Au | 100 | M>=3 | Phys | 202636 |
| 4052 | 19-JUN-98 03:49:39 | 197Au | 197Au | 100 | M>=3 | Phys | 202086 |
| 4053 | 19-JUN-98 04:31:36 | 197Au | 197Au | 100 | M>=3 | Phys | 28618 |
| 4054 | 19-JUN-98 04:58:07 | 197Au | 197Au | 100 | M>=3 | Phys | 200275 |  HV CsI 4-7: p163 |
| 4055 | 19-JUN-98 05:40:36 | 197Au | 197Au | 100 | M>=3 | Phys | 173235 |
| 4056 | 19-JUN-98 06:30:49 | 197Au | 197Au | 100 | M>=3 | Phys | 202278 |
| 4057 | 19-JUN-98 07:09:55 | 197Au | 197Au | 100 | M>=3 | Phys | 173996 |
| 4058 | 19-JUN-98 09:33:52 | 12C | 197Au | 30 | M>=3 | Phys | 175158 |  12C+Au 30 MeV/A; p164 |
| 4059 | 19-JUN-98 10:13:30 | 12C | 197Au | 30 | M>=1 | Phys | 735167 |  12C+Au 30 MeV/A |
| 4060 | 19-JUN-98 10:46:03 | 12C | 197Au | 30 | M>=1 | Phys | 778719 |  12C+Au 30 MeV/A |
| 4061 | 19-JUN-98 11:11:33 | 12C | 197Au | 30 | M>=1 | Phys | 302111 |  12C+Au 30 MeV/A |
| 4062 | 19-JUN-98 15:23:57 | 12C | CH2 | 30 | M>=1 | Phys | 730850 |  12C 30 MeV/A Target:CH2 100 m; p165 |
| 4063 | 19-JUN-98 15:52:04 | 12C | CH2 | 30 | M>=1 | Phys | 706282 |  12C 30 MeV/A |
| 4064 | 19-JUN-98 16:28:08 | 12C | CH2 | 30 | M>=1 | Phys | 730727 |  12C 30 MeV/A |
| 4065 | 19-JUN-98 16:56:13 | 12C | CH2 | 30 | M>=1 | Phys | 439161 |  12C 30 MeV/A |
| 4066 | 19-JUN-98 20:41:09 | 12C | CH2 | 30 | M>=1 | Phys | 748566 |  12C 30 MeV/A |
| 1067 | 19-JUN-98 21:04:26 | 12C | CH2 | 30 | M>=1 | Phys | 251453 |  12C 30 MeV/A |
| 4067 | 19-JUN-98 23:47:19 | 197Au | 197Au | 100 | M>=3 | Phys | 460008 |  Target: Au 2mg/cm2; Run: 25000 blocs; p167 |
| 4068 | 20-JUN-98 03:29:57 | 197Au | 197Au | 100 | M>=3 | Phys | 450804 |  HV CsI: p169 |
| 4069 | 20-JUN-98 05:28:04 | 197Au | 197Au | 100 | M>=3 | Phys | 414028 |
| 4070 | 20-JUN-98 07:04:14 | 197Au | 197Au | 100 | M>=3 | Phys | 34991 | Distri VarGlob differentes des autres runs
| 4071 | 20-JUN-98 07:22:37 | 197Au | 197Au | 100 | M>=3 | Phys | 38217 | Distri VarGlob differentes des autres runs
| 4072 | 20-JUN-98 07:57:27 | 197Au | 197Au | 100 | M>=3 | Phys | 453057 |
| 4073 | 20-JUN-98 09:36:15 | 197Au | 197Au | 100 | M>=3 | Phys | 24261 |
| 4074 | 20-JUN-98 10:54:57 |  |  |   |  | Pedestal | 7218 |  Pedestal CsI |
| 4075 | 20-JUN-98 11:09:59 |  |  |   |  | Pedestal | 11187 |  Pedestal Si; ChIo |
| 4076 | 20-JUN-98 19:17:57 |  |  |   |  | Automate | 134229 |  automate incomplet |
| 4077 | 21-JUN-98 02:38:27 | 197Au | 197Au | 100 | M>=3 | Phys | 436312 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4078 | 21-JUN-98 04:00:03 | 197Au | 197Au | 100 | M>=3 | Phys | 256119 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4079 | 21-JUN-98 05:12:40 | 197Au | 197Au | 100 | M>=3 | Phys | 435400 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4080 | 21-JUN-98 06:33:43 | 197Au | 197Au | 100 | M>=3 | Phys | 454717 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4081 | 21-JUN-98 07:22:44 | 197Au | 197Au | 100 | M>=3 | Phys | 257570 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4082 | 21-JUN-98 08:00:37 | 197Au | 197Au | 100 | M>=3 | Phys | 268140 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4083 | 21-JUN-98 08:37:57 | 197Au | 197Au | 100 | M>=3 | Phys | 84720 |  Au 100 MeV/A +Au 2mg/cm2 (surtout du gene) |
| 4084 | 21-JUN-98 17:00:57 | 12C | CH2 | 30 | M>=1 | Phys | 654154 |  12C +CH 30 MeV/A (20 mg/cm2) trigger=1 |
| 4085 | 21-JUN-98 17:19:22 | 12C | CH2 | 30 | M>=1 | Phys | 588926 |  12C +CH 30 MeV/A (20 mg/cm2) sauf cour.12 a 17 |
| 4086 | 21-JUN-98 18:13:49 | 12C | CH2 | 30 | M>=1 | Phys | 455219 |  12C +CH 30 MeV/A (20 mg/cm2)  sauf cour.12 a 17 |
| 4087 | 21-JUN-98 20:05:40 | 12C | CH2 | 30 | M>=2 | Phys | 343653 |  12C +CH 30 MeV/A (20 mg/cm2)  sauf cour.12 a 17 |
| 4088 | 21-JUN-98 20:30:22 | 12C | CH2 | 30 | M>=2 | Phys | 251795 |  12C +CH 30 MeV/A (20 mg/cm2)  sauf cour.12 a 17 |
| 4089 | 22-JUN-98 01:53:45 | 12C | CH2 | 30 | M>=2 | Phys | 1391706 |  12C +CH 30 MeV/A (20 mg/cm2)  sauf cour.12 a 17 |
| 4090 | 22-JUN-98 02:30:19 | 12C | CH2 | 30 | M>=2 | Phys | 1391325 |  12C +CH 30 MeV/A (20 mg/cm2)  sauf cour.12 a 17 |
| 4091 | 22-JUN-98 03:05:44 | 12C | CH2 | 30 | M>=2 | Phys | 28636 |  12C +CH 30 MeV/A (20 mg/cm2)  sauf cour.12 a 17 |
| 4092 | 22-JUN-98 03:16:06 | 12C | CH2 | 30 | M>=2 | Phys | 1297823 |  12C +CH 30 MeV/A (20 mg/cm2)  sauf cour.12 a 17 |
| 4093 | 22-JUN-98 04:34:57 | 12C | 197Au | 30 | M>=2 | Phys | 1317052 |  12C+Au 30 MeV/A (2 mg/cm2) |
| 4094 | 22-JUN-98 05:48:53 | 12C | 197Au | 30 | M>=2 | Phys | 258926 |  12C+Au 30 MeV/A (2 mg/cm2) |
| 4095 | 22-JUN-98 19:43:31 | 197Au | 197Au | 100 | M>=3 | Phys | 386412 |  Au 100 MeV/A +Au 2mg/cm2 (mauvais gains Sil.1-5) |
| 4096 | 22-JUN-98 21:06:26 | 197Au | 197Au | 100 | M>=3 | Phys | 114453 |  Au 100 MeV/A +Au 2mg/cm2 (mauvais gains Sil.1-5) |
| 4097 | 22-JUN-98 21:31:14 | 197Au | 197Au | 100 | M>=3 | Phys | 305696 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4098 | 22-JUN-98 22:30:37 | 197Au | 197Au | 100 | M>=3 | Phys | 448885 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4099 | 22-JUN-98 23:43:51 | 197Au | 197Au | 100 | M>=3 | Phys | 131897 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4100 | 23-JUN-98 00:08:10 | 197Au | 197Au | 100 | M>=3 | Phys | 211074 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4101 | 23-JUN-98 00:49:16 | 197Au | 197Au | 100 | M>=3 | Phys | 71174 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4102 | 23-JUN-98 01:08:58 | 197Au | 197Au | 100 | M>=3 | Phys | 480747 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4103 | 23-JUN-98 02:33:35 | 197Au | 197Au | 100 | M>=1 | Phys | 1538085 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4104 | 23-JUN-98 04:51:31 | 197Au | 197Au | 100 | M>=3 | Phys | 15016 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4105 | 23-JUN-98 04:54:34 | 197Au | 197Au | 100 | M>=3 | Phys | 484619 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4106 | 23-JUN-98 06:03:17 | 197Au | 197Au | 100 | M>=3 | Phys | 27682 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4107 | 23-JUN-98 06:14:40 | 197Au | 197Au | 100 | M>=3 | Phys | 494314 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4108 | 23-JUN-98 07:40:45 | 197Au | 197Au | 100 | M>=3 | Phys | 10718 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4109 | 23-JUN-98 08:34:49 | 197Au | 197Au | 100 | M>=3 | Phys | 64772 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4110 | 23-JUN-98 08:43:38 | 197Au | 197Au | 100 | M>=3 | Phys | 70939 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4111 | 23-JUN-98 08:55:09 | 197Au | 197Au | 100 | M>=3 | Phys | 319700 |  Au 100 MeV/A +Au 2mg/cm2 |
| 1002 | 23-JUN-98 12:23:57 |  |  |   |  | Unknown | 23834 |  Aucune Info |
| 4112 | 23-JUN-98 12:28:17 | 197Au | 197Au | 100 | M>=3 | Phys | 503376 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4113 | 23-JUN-98 13:36:38 | 197Au | 197Au | 100 | M>=3 | Phys | 307946 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4114 | 23-JUN-98 14:15:28 | 197Au | 197Au | 100 | M>=3 | Phys | 324956 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4115 | 23-JUN-98 15:05:13 | 197Au | 197Au | 100 | M>=3 | Phys | 46399 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4116 | 23-JUN-98 15:15:20 | 197Au | 197Au | 100 | M>=3 | Phys | 434609 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4117 | 23-JUN-98 16:25:00 | 197Au | 197Au | 100 | M>=3 | Phys | 388908 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4118 | 23-JUN-98 17:28:41 | 197Au | 197Au | 100 | M>=3 | Phys | 384040 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4119 | 23-JUN-98 18:15:26 | 197Au | 197Au | 100 | M>=3 | Phys | 26059 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4120 | 23-JUN-98 18:23:38 | 197Au | 197Au | 100 | M>=3 | Phys | 21389 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4121 | 23-JUN-98 18:31:42 | 197Au | 197Au | 100 | M>=3 | Phys | 117281 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4122 | 23-JUN-98 18:48:55 | 197Au | 197Au | 100 | M>=3 | Phys | 216619 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4123 | 23-JUN-98 19:23:25 | 197Au | 197Au | 100 | M>=3 | Phys | 480507 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4124 | 23-JUN-98 20:35:29 | 197Au | 197Au | 100 | M>=3 | Phys | 159515 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4125 | 23-JUN-98 21:04:29 | 197Au | 197Au | 100 | M>=3 | Phys | 517022 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4126 | 23-JUN-98 22:03:09 | 197Au | 197Au | 100 | M>=3 | Phys | 194371 |  gain avant faux |
| 4127 | 23-JUN-98 22:37:47 | 197Au | 197Au | 100 | M>=3 | Phys | 368244 |  gain avant faux |
| 4128 | 23-JUN-98 23:25:32 | 197Au | 197Au | 100 | M>=3 | Phys | 153280 |  gain avant faux |
| 4129 | 23-JUN-98 23:43:27 | 197Au | 197Au | 100 | M>=3 | Phys | 50536 |  gain avant faux |
| 4130 | 23-JUN-98 23:56:39 | 197Au | 197Au | 100 | M>=3 | Phys | 511322 |  gain avant faux |
| 4131 | 24-JUN-98 00:55:39 | 197Au | 197Au | 100 | M>=3 | Phys | 76666 |  gain avant faux |
| 4132 | 24-JUN-98 01:06:22 | 197Au | 197Au | 100 | M>=3 | Phys | 107617 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4133 | 24-JUN-98 01:19:46 | 197Au | 197Au | 100 | M>=3 | Phys | 419660 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4134 | 24-JUN-98 02:16:13 | 197Au | 197Au | 100 | M>=3 | Phys | 30427 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4135 | 24-JUN-98 02:21:16 | 197Au | 197Au | 100 | M>=3 | Phys | 302436 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4136 | 24-JUN-98 03:04:22 | 197Au | 197Au | 100 | M>=3 | Phys | 320773 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4137 | 24-JUN-98 03:41:56 | 197Au | 197Au | 100 | M>=3 | Phys | 494058 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4138 | 24-JUN-98 04:43:39 | 197Au | 197Au | 100 | M>=3 | Phys | 475841 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4139 | 24-JUN-98 05:54:19 | 197Au | 197Au | 100 | M>=3 | Phys | 479203 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4140 | 24-JUN-98 07:01:03 | 197Au | 197Au | 100 | M>=3 | Phys | 43274 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4141 | 24-JUN-98 07:09:56 | 197Au | 197Au | 100 | M>=3 | Phys | 204074 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4142 | 24-JUN-98 07:42:04 | 197Au | 197Au | 100 | M>=3 | Phys | 341596 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4143 | 24-JUN-98 08:41:20 | 197Au | 197Au | 100 | M>=3 | Phys | 173710 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4144 | 24-JUN-98 09:19:20 | 197Au | 197Au | 100 | M>=3 | Phys | 484557 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4145 | 24-JUN-98 10:27:03 | 197Au | 197Au | 100 | M>=3 | Phys | 63586 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4146 | 24-JUN-98 10:37:38 | 197Au | 197Au | 100 | M>=3 | Phys | 305685 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4147 | 24-JUN-98 11:20:46 | 197Au | 197Au | 100 | M>=3 | Phys | 503259 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4148 | 24-JUN-98 12:22:54 | 197Au | 197Au | 100 | M>=3 | Phys | 108467 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4149 | 24-JUN-98 12:39:03 | 197Au | 197Au | 100 | M>=3 | Phys | 268059 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4150 | 24-JUN-98 13:26:53 | 197Au | 197Au | 100 | M>=3 | Phys | 273429 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4151 | 24-JUN-98 14:11:07 | 197Au | 197Au | 100 | M>=3 | Phys | 56505 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4153 | 24-JUN-98 15:40:13 |  |  |   |  | Pedestal | 13188 |  Piedestaux: ChIo; Silicium; etalons |
| 4154 | 24-JUN-98 15:54:15 |  |  |   |  | Pedestal | 10393 |  Piedestaux CsI:  MAUVAIS RUN |
| 4155 | 24-JUN-98 15:58:38 |  |  |   |  | Pedestal | 10319 |  Piedestaux:  CsI |
| 4156 | 24-JUN-98 16:41:31 | 197Au | 197Au | 100 | M>=3 | Phys | 193633 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4157 | 24-JUN-98 18:18:57 | 197Au | 197Au | 100 | M>=3 | Phys | 237285 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4158 | 24-JUN-98 19:03:59 | 197Au | 197Au | 100 | M>=3 | Phys | 203476 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4159 | 24-JUN-98 19:40:59 | 197Au | 197Au | 100 | M>=3 | Phys | 403694 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4160 | 24-JUN-98 20:44:27 | 197Au | 197Au | 100 | M>=3 | Phys | 468678 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4161 | 24-JUN-98 22:08:18 | 197Au | 197Au | 100 | M>=3 | Phys | 307506 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4162 | 24-JUN-98 22:57:25 | 197Au | 197Au | 100 | M>=3 | Phys | 487270 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4163 | 25-JUN-98 00:09:01 | 197Au | 197Au | 100 | M>=3 | Phys | 501651 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4164 | 25-JUN-98 01:15:20 | 197Au | 197Au | 100 | M>=3 | Phys | 23595 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4165 | 25-JUN-98 01:21:22 | 197Au | 197Au | 100 | M>=3 | Phys | 21199 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4166 | 25-JUN-98 01:26:37 | 197Au | 197Au | 100 | M>=3 | Phys | 528012 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4167 | 25-JUN-98 02:27:46 | 197Au | 197Au | 100 | M>=3 | Phys | 539696 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4168 | 25-JUN-98 03:34:47 | 197Au | 197Au | 100 | M>=1 | Phys | 96864 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4169 | 25-JUN-98 03:38:36 | 197Au | 197Au | 100 | M>=1 | Phys | 209406 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4170 | 25-JUN-98 03:44:51 | 197Au | 197Au | 100 | M>=1 | Phys | 327725 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4171 | 25-JUN-98 03:56:24 | 197Au | 197Au | 100 | M>=3 | Phys | 190516 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4172 | 25-JUN-98 05:18:48 | 197Au | 197Au | 100 | M>=3 | Phys | 186434 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4173 | 25-JUN-98 05:44:39 | 197Au | 197Au | 100 | M>=3 | Phys | 482744 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4174 | 25-JUN-98 07:03:53 | 197Au | 197Au | 100 | M>=3 | Phys | 219146 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4175 | 25-JUN-98 07:43:05 | 197Au | 197Au | 100 | M>=3 | Phys | 76589 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4176 | 25-JUN-98 07:56:18 | 197Au | 197Au | 100 | M>=3 | Phys | 208252 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4177 | 25-JUN-98 08:29:08 | 197Au | 197Au | 100 | M>=3 | Phys | 433520 |  Au 100 MeV/A +Au 2mg/cm2 |
| 4178 | 25-JUN-98 15:42:32 | 197Au | none | 80 | M>=3 | Phys | 25642 |  Au 80 MeV/A +support de cible |
| 4179 | 25-JUN-98 16:14:21 | 197Au | 197Au | 80 | M>=3 | Phys | 8713 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4180 | 25-JUN-98 17:32:17 | 197Au | 197Au | 80 | M>=3 | Phys | 337069 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4181 | 25-JUN-98 18:42:01 | 197Au | 197Au | 80 | M>=3 | Phys | 44217 |  Au 80 MeV/A +Au 2mg/cm2 new gain si1-6-10 |
| 4182 | 25-JUN-98 18:49:54 | 197Au | 197Au | 80 | M>=3 | Phys | 204689 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4183 | 25-JUN-98 19:27:43 | 197Au | 197Au | 80 | M>=3 | Phys | 483967 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4184 | 25-JUN-98 20:57:55 | 197Au | 197Au | 80 | M>=3 | Phys | 427874 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4185 | 25-JUN-98 22:21:30 | 197Au | 197Au | 80 | M>=3 | Phys | 66556 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4186 | 25-JUN-98 22:38:01 | 197Au | 197Au | 80 | M>=3 | Phys | 35429 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4187 | 25-JUN-98 23:03:00 | 197Au | 197Au | 80 | M>=3 | Phys | 478964 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4188 | 26-JUN-98 00:44:28 | 197Au | 197Au | 80 | M>=3 | Phys | 481129 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4189 | 26-JUN-98 02:28:53 | 197Au | 197Au | 80 | M>=3 | Phys | 86849 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4190 | 26-JUN-98 02:49:20 | 197Au | 197Au | 80 | M>=3 | Phys | 476426 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4191 | 26-JUN-98 04:33:53 | 197Au | 197Au | 80 | M>=3 | Phys | 476033 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4192 | 26-JUN-98 06:17:37 | 197Au | 197Au | 80 | M>=3 | Phys | 477144 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4193 | 26-JUN-98 07:58:07 | 197Au | 197Au | 80 | M>=3 | Phys | 475351 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4194 | 26-JUN-98 09:41:27 | 197Au | 197Au | 80 | M>=3 | Phys | 286208 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4195 | 26-JUN-98 11:58:38 |  |  |   |  | Automate | 134153 |  automate Si |
| 4196 | 26-JUN-98 14:25:56 |  |  |   |  | Automate | 70776 |  automate Etalon |
| 4197 | 26-JUN-98 15:03:18 |  |  |   |  | Automate | 173062 |  automate ChIo |
| 4198 | 26-JUN-98 16:30:04 |  |  |   |  | Pedestal | 7238 |  piedestal Si |
| 4199 | 26-JUN-98 16:36:37 |  |  |   |  | Pedestal | 5777 |  piedestal  CsI |
| 1198 | 26-JUN-98 18:28:02 | 197Au | 197Au | 80 | M>=3 | Phys | 474170 |  Au 80 MeV/A +Au 2mg/cm2 |
| 1199 | 26-JUN-98 20:08:20 | 197Au | 197Au | 80 | M>=3 | Phys | 344675 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4200 | 26-JUN-98 22:45:52 | 197Au | 197Au | 80 | M>=3 | Phys | 321791 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4201 | 27-JUN-98 00:01:31 | 197Au | 197Au | 80 | M>=3 | Phys | 477412 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4202 | 27-JUN-98 01:41:25 | 197Au | 197Au | 80 | M>=3 | Phys | 480180 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4203 | 27-JUN-98 03:12:48 | 197Au | 197Au | 80 | M>=3 | Phys | 206570 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4204 | 27-JUN-98 03:54:13 | 197Au | 197Au | 80 | M>=3 | Phys | 485388 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4205 | 27-JUN-98 05:25:52 | 197Au | 197Au | 80 | M>=3 | Phys | 240968 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4206 | 27-JUN-98 06:05:30 | 197Au | 197Au | 80 | M>=3 | Phys | 466490 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4207 | 27-JUN-98 07:40:32 | 197Au | 197Au | 80 | M>=1 | Phys | 1673013 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4208 | 27-JUN-98 08:24:30 | 197Au | 197Au | 80 | M>=3 | Phys | 475870 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4209 | 27-JUN-98 09:50:41 | 197Au | 197Au | 80 | M>=3 | Phys | 379553 |  Au 80 MeV/A +Au 2mg/cm2 |
| 4210 | 27-JUN-98 10:57:55 | 197Au | 197Au | 80 | M>=3 | Phys | 140816 |  Au 80 MeV/A +Au 2mg/cm2 |
