Run | Tape | Buffers (save) | Events (save) | Faraday1 | Faraday2 | Length (min) | Size (MB) | Gene Direct | Gene Laser | Gene Elect | Gene Test | Gene MRQ | Gene TM | DEC | FC | OK | FT | AVL | OCD | OA | RAZ | Plastic (all) | Plastic (G) | Plastic (C) | Plastic (D) | Temps mort (%) | Trigger | Date (start) | Date (end) | Comments | Cahier | 
2 | 0 | 12704 | 1191382 | 0 | 0 | 5.04025 | 198.5 | 56614 | 0 | 0 | 0 | 0 | 30556 | 6534275 | 1191502 | 1191501 | 1191501 | 1191501 | 1191501 | 1191501 | 1191502 | 5371023 | 1438685 | 28975 | 5642541 | 53.9725 | M>=1 | 9-MAR-2006 05:55:17.00 | 9-MAR-2006 06:00:18.00 | faisceau 78Kr + 40Ca 5.5 A.MeV |  | 
4 | 0 | 5860 | 746255 | 0 | 0 | 7.30042 | 91.5625 | 80769 | 0 | 0 | 0 | 0 | 15456 | 1639028 | 746405 | 746405 | 746405 | 746405 | 746405 | 746405 | 746406 | 118955 | 100263 | 80 | 18664 | 19.1361 | M>=1 | 9-MAR-2006 10:08:15.00 | 9-MAR-2006 10:15:24.00 | pas de faisceau, test de l'acquisition |  | 
5 | 0 | 12711 | 1028377 | 0 | 0 | 10.7877 | 198.609 | 119843 | 0 | 0 | 0 | 0 | 31713 | 1709553 | 1027045 | 1027045 | 1027045 | 1027045 | 1027046 | 1027046 | 1027046 | 9960299 | 8114058 | 8053 | 2370436 | 26.4621 | M>=2 | 9-MAR-2006 13:21:16.00 | 9-MAR-2006 13:32:10.00 |  | p.48 | 
6 | 0 | 12709 | 1024292 | 0 | 0 | 10.8861 | 198.578 | 119892 | 0 | 0 | 0 | 0 | 31483 | 1678163 | 1020267 | 1020267 | 1020267 | 1020267 | 1020267 | 1020267 | 1020267 | 9938818 | 8092807 | 7815 | 2370124 | 26.2595 | M>=2 | 9-MAR-2006 13:32:10.00 | 9-MAR-2006 13:43:07.00 | Faisceau 75Kr13+ +40Ca 5.5 A.MeV Changement d'etat de charge |  | 
7 | 0 | 12707 | 1021588 | 0 | 0 | 10.68 | 198.547 | 117576 | 0 | 0 | 0 | 0 | 30913 | 1674330 | 1016336 | 1016336 | 1016336 | 1016336 | 1016336 | 1016336 | 1016337 | 9979719 | 8125602 | 8157 | 2380671 | 26.2919 | M>=2 | 9-MAR-2006 13:43:07.00 | 9-MAR-2006 13:53:27.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
8 | 0 | 12710 | 1022063 | 0 | 0 | 10.8969 | 198.594 | 120161 | 0 | 0 | 0 | 0 | 31470 | 1656394 | 1018870 | 1018870 | 1018870 | 1018870 | 1018870 | 1018870 | 1018871 | 9920436 | 8081625 | 8148 | 2360509 | 26.1899 | M>=2 | 9-MAR-2006 13:53:27.00 | 9-MAR-2006 14:04:24.00 | 600 evts/s |  | 
9 | 0 | 12709 | 1046944 | 0 | 0 | 10.7447 | 198.578 | 117896 | 0 | 0 | 0 | 0 | 31551 | 1687568 | 1042126 | 1042126 | 1042126 | 1042126 | 1042126 | 1042126 | 1042127 | 9259451 | 7547408 | 7491 | 2195456 | 26.7617 | M>=2 | 9-MAR-2006 14:04:24.00 | 9-MAR-2006 14:15:16.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
10 | 0 | 12709 | 1053564 | 0 | 0 | 10.5251 | 198.578 | 116179 | 0 | 0 | 0 | 0 | 31508 | 1723242 | 1052914 | 1052914 | 1052914 | 1052914 | 1052914 | 1052914 | 1052915 | 9250798 | 7543882 | 7462 | 2187835 | 27.1202 | M>=2 | 9-MAR-2006 14:15:16.00 | 9-MAR-2006 14:26:02.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
11 | 0 | 12709 | 1027275 | 0 | 0 | 11.1326 | 198.578 | 122682 | 0 | 0 | 0 | 0 | 32138 | 1645682 | 1024710 | 1024710 | 1024710 | 1024710 | 1024710 | 1024710 | 1024710 | 9825956 | 8016088 | 7770 | 2316760 | 26.1962 | M>=2 | 9-MAR-2006 14:26:02.00 | 9-MAR-2006 14:37:05.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
12 | 0 | 12703 | 1024806 | 0 | 0 | 11.1258 | 198.484 | 123486 | 0 | 0 | 0 | 0 | 31910 | 1634885 | 1023022 | 1023022 | 1023022 | 1023022 | 1023022 | 1023022 | 1023023 | 9847788 | 8034907 | 7949 | 2318780 | 25.841 | M>=1 | 9-MAR-2006 14:37:06.00 | 9-MAR-2006 14:48:09.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
13 | 0 | 12705 | 1025027 | 0 | 0 | 11.5911 | 198.516 | 129093 | 0 | 0 | 0 | 0 | 32233 | 1613045 | 1026698 | 1026698 | 1026698 | 1026698 | 1026698 | 1026698 | 1026698 | 7905189 | 7168392 | 217545 | 1525457 | 24.9688 | M>=2 | 9-MAR-2006 14:48:09.00 | 9-MAR-2006 14:59:27.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
14 | 0 | 11445 | 949566 | 0 | 0 | 11.352 | 178.828 | 124778 | 0 | 0 | 0 | 0 | 30242 | 1450919 | 949594 | 949594 | 949594 | 949594 | 949594 | 949594 | 949595 | 6192502 | 6162372 | 25307 | 30211 | 24.2366 | M>=2 | 9-MAR-2006 14:59:27.00 | 9-MAR-2006 15:11:07.00 | run stopped because of problem with acquisition (errors in acq_menu window) |  | 
15 | 0 | 12706 | 1037316 | 0 | 0 | 17.104 | 198.531 | 191343 | 0 | 0 | 0 | 0 | 34658 | 1418438 | 1037384 | 1037384 | 1037384 | 1037384 | 1037384 | 1037384 | 1037384 | 3684947 | 366685 | 3372129 | 80049 | 18.113 | M>=2 | 9-MAR-2006 16:01:19.00 | 9-MAR-2006 16:18:22.00 | Deflecteur du C01 a disjoncte on arrete le run |  | 
16 | 0 | 3871 | 321665 | 0 | 0 | 6.46838 | 60.4844 | 70314 | 0 | 0 | 0 | 0 | 10882 | 448405 | 323706 | 323706 | 323706 | 323706 | 323706 | 323706 | 323707 | 998152 | 99077 | 913558 | 21883 | 15.4763 | M>=2 | 9-MAR-2006 16:18:25.00 | 9-MAR-2006 16:25:09.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
17 | 0 | 12707 | 1144340 | 0 | 0 | 12.3263 | 198.547 | 137912 | 0 | 0 | 0 | 0 | 33660 | 1718025 | 1144776 | 1144776 | 1144776 | 1144776 | 1144776 | 1144776 | 1144777 | 2577794 | 255881 | 2358955 | 56642 | 24.4069 | M>=2 | 9-MAR-2006 16:28:16.00 | 9-MAR-2006 16:40:26.00 |  | p.51 | 
18 | 0 | 12705 | 1040100 | 0 | 0 | 15.4264 | 198.516 | 171415 | 0 | 0 | 0 | 0 | 34419 | 1431872 | 1037378 | 1037378 | 1037378 | 1037378 | 1037378 | 1037378 | 1037378 | 3588328 | 356967 | 3283542 | 78567 | 20.0793 | M>=2 | 9-MAR-2006 16:40:26.00 | 9-MAR-2006 16:56:08.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
19 | 0 | 12725 | 1043567 | 0 | 0 | 14.1287 | 198.828 | 153618 | 0 | 0 | 0 | 0 | 34247 | 1512620 | 1040844 | 1040844 | 1040844 | 1040844 | 1040844 | 1040844 | 1040845 | 3379598 | 334788 | 3093786 | 74262 | 22.2936 | M>=2 | 9-MAR-2006 16:56:08.00 | 9-MAR-2006 17:10:12.00 | On va modifier le faisceau, on arrete l'aquistion |  | 
20 | 0 | 4323 | 391795 | 0 | 0 | 5.96727 | 67.5469 | 65073 | 0 | 0 | 0 | 0 | 12793 | 554921 | 391222 | 391222 | 391222 | 391222 | 391222 | 391222 | 391223 | 1356455 | 134129 | 1241754 | 29753 | 19.6595 | M>=2 | 9-MAR-2006 17:10:12.00 | 9-MAR-2006 17:16:11.00 | enlevement d'1/15 de pepper plot - reduction de l'emittance a 0.6 - I=100pA - TM=20% - On redemarre |  | 
21 | 0 | 12705 | 1042279 | 0 | 0 | 14.5508 | 198.516 | 163634 | 0 | 0 | 0 | 0 | 33424 | 1500451 | 1043992 | 1043992 | 1043992 | 1043992 | 1043992 | 1043992 | 1043992 | 3289209 | 326683 | 3009794 | 69602 | 20.4261 | M>=2 | 9-MAR-2006 17:30:08.00 | 9-MAR-2006 17:44:25.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
22 | 0 | 12705 | 1081635 | 0 | 0 | 13.3898 | 198.516 | 149473 | 0 | 0 | 0 | 0 | 33189 | 1548817 | 1079244 | 1079244 | 1079244 | 1079244 | 1079244 | 1079244 | 1079245 | 2226802 | 220872 | 2038675 | 46308 | 22.204 | M>=2 | 9-MAR-2006 17:44:25.00 | 9-MAR-2006 17:58:06.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
23 | 0 | 12707 | 1103341 | 0 | 0 | 9.71361 | 198.547 | 107324 | 0 | 0 | 0 | 0 | 31148 | 1746832 | 1098941 | 1098941 | 1098941 | 1098941 | 1098941 | 1098941 | 1098941 | 1629405 | 164165 | 1490223 | 34480 | 29.0224 | M>=2 | 9-MAR-2006 17:58:06.00 | 9-MAR-2006 18:07:27.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
24 | 0 | 12704 | 1084371 | 0 | 0 | 11.8059 | 198.5 | 131879 | 0 | 0 | 0 | 0 | 32770 | 1638327 | 1082661 | 1082661 | 1082661 | 1082661 | 1082661 | 1082661 | 1082662 | 1998768 | 202496 | 1827425 | 43243 | 24.8485 | M>=2 | 9-MAR-2006 18:07:28.00 | 9-MAR-2006 18:19:22.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
25 | 0 | 12706 | 1041833 | 0 | 0 | 17.4478 | 198.531 | 194642 | 0 | 0 | 0 | 0 | 34318 | 1418356 | 1040542 | 1040542 | 1040542 | 1040542 | 1040542 | 1040542 | 1040542 | 3068718 | 310536 | 2805638 | 66329 | 17.6313 | M>=2 | 9-MAR-2006 18:19:22.00 | 9-MAR-2006 18:37:05.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
26 | 0 | 12707 | 1030555 | 0 | 0 | 18.277 | 198.547 | 203866 | 0 | 0 | 0 | 0 | 34635 | 1356891 | 1027943 | 1027943 | 1027943 | 1027943 | 1027943 | 1027943 | 1027944 | 3318826 | 334339 | 3034957 | 72302 | 16.9891 | M>=2 | 9-MAR-2006 18:37:05.00 | 9-MAR-2006 18:55:13.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
27 | 0 | 12706 | 1032985 | 0 | 0 | 17.597 | 198.531 | 196591 | 0 | 0 | 0 | 0 | 34312 | 1392138 | 1031495 | 1031495 | 1031495 | 1031495 | 1031495 | 1031495 | 1031496 | 3267824 | 327345 | 2990615 | 70802 | 17.4535 | M>=2 | 9-MAR-2006 18:55:13.00 | 9-MAR-2006 19:13:00.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
28 | 0 | 3098 | 250169 | 0 | 0 | 4.4403 | 48.4062 | 47927 | 0 | 0 | 0 | 0 | 8531 | 326969 | 247644 | 247644 | 247644 | 247644 | 247644 | 247644 | 247645 | 804560 | 80627 | 736302 | 17565 | 17.8 | M>=2 | 9-MAR-2006 19:13:01.00 | 9-MAR-2006 19:17:14.00 | Pression ds les chambres affiche une baisse - On arrete l'acquisition. | p.51 | 
29 | 0 | 12710 | 1038054 | 0 | 0 | 20.8614 | 198.594 | 233864 | 0 | 0 | 0 | 0 | 35098 | 1316016 | 1038803 | 1038803 | 1038803 | 1038803 | 1038803 | 1038803 | 1038803 | 3111802 | 304137 | 2852038 | 70611 | 15.0079 | M>=2 | 9-MAR-2006 20:21:20.00 | 9-MAR-2006 20:42:16.00 | On remet les pressions et on redemarre | p.54 | 
30 | 0 | 10295 | 837603 | 0 | 0 | 38.6899 | 160.859 | 219820 | 0 | 0 | 0 | 0 | 41399 | 1140079 | 865818 | 865818 | 865818 | 865818 | 865818 | 865818 | 865818 | 2717001 | 264784 | 2490613 | 62086 | 18.8331 | M>=2 | 9-MAR-2006 20:42:16.00 | 9-MAR-2006 21:21:06.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
31 | 0 | 12705 | 1043660 | 0 | 0 | 25.9899 | 198.516 | 292393 | 0 | 0 | 0 | 0 | 34870 | 1407679 | 1044430 | 1044430 | 1044430 | 1044430 | 1044430 | 1044430 | 1044431 | 3038127 | 290290 | 2787960 | 70728 | 11.9257 | M>=2 | 9-MAR-2006 21:22:02.00 | 9-MAR-2006 21:48:02.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
32 | 0 | 12704 | 1108204 | 0 | 0 | 15.6545 | 198.5 | 174946 | 0 | 0 | 0 | 0 | 32135 | 1775733 | 1107134 | 1107134 | 1107134 | 1107134 | 1107134 | 1107134 | 1107134 | 2867529 | 273049 | 2632537 | 67484 | 18.3685 | M>=2 | 9-MAR-2006 21:48:02.00 | 9-MAR-2006 22:03:21.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
33 | 0 | 13 | 6468 | 0 | 0 | 1.5315 | 0.203125 | 6223 | 0 | 0 | 0 | 0 | 4778 | 116185 | 11794 | 11794 | 11794 | 11794 | 11794 | 11794 | 11794 | 93516 | 8918 | 85756 | 2245 | 76.7797 | M>=1 | 9-MAR-2006 22:03:21.00 | 9-MAR-2006 22:05:07.00 | On sait pas trop ce qui s'est passe (Mtrigger=1 ou 2) | p.54 | 
34 | 0 | 8378 | 969105 | 0 | 0 | 5.21378 | 130.906 | 55519 | 0 | 0 | 0 | 0 | 18451 | 4021161 | 969108 | 969108 | 969108 | 969108 | 969108 | 969108 | 969108 | 806482 | 76980 | 740435 | 18753 | 33.2337 | M>=1 | 9-MAR-2006 22:10:15.00 | 9-MAR-2006 22:15:21.00 | 78Kr + 40Ca 5.5 A.MeV | p.123 disjonction VXI 3 | 
35 | 0 | 12707 | 1462058 | 0 | 0 | 7.5336 | 198.547 | 83855 | 0 | 0 | 0 | 0 | 27886 | 6251536 | 1456399 | 1456399 | 1456399 | 1456399 | 1456399 | 1456399 | 1456400 | 1298825 | 124332 | 1191946 | 30809 | 33.255 | M>=1 | 9-MAR-2006 22:16:07.00 | 9-MAR-2006 22:23:23.00 | disjonction chassis 1 | p.54 | 
36 | 0 | 9717 | 1128090 | 0 | 0 | 6.08056 | 151.828 | 64274 | 0 | 0 | 0 | 0 | 21557 | 4933745 | 1127356 | 1127356 | 1127356 | 1127356 | 1127356 | 1127356 | 1127356 | 1023749 | 98105 | 939378 | 24209 | 33.5392 | M>=1 | 9-MAR-2006 22:23:23.00 | 9-MAR-2006 22:29:25.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
37 | 0 | 12709 | 1463257 | 0 | 0 | 8.87076 | 198.578 | 98771 | 0 | 0 | 0 | 0 | 29165 | 6155651 | 1458884 | 1458884 | 1458884 | 1458884 | 1458884 | 1458884 | 1458884 | 1226619 | 116768 | 1126189 | 29572 | 29.5279 | M>=1 | 9-MAR-2006 22:41:17.00 | 9-MAR-2006 22:50:13.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
38 | 0 | 10659 | 1228183 | 0 | 0 | 8.21401 | 166.547 | 88028 | 0 | 0 | 0 | 0 | 24300 | 4829270 | 1227779 | 1227779 | 1227779 | 1227779 | 1227779 | 1227779 | 1227779 | 986211 | 95063 | 904641 | 23540 | 27.6049 | M>=1 | 9-MAR-2006 22:50:13.00 | 9-MAR-2006 22:58:19.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
39 | 0 | 12707 | 1085486 | 0 | 0 | 20.3636 | 198.547 | 228762 | 0 | 0 | 0 | 0 | 31773 | 1724334 | 1086872 | 1086872 | 1086872 | 1086872 | 1086872 | 1086872 | 1086872 | 3025852 | 290887 | 2775627 | 72678 | 13.8891 | M>=1 | 9-MAR-2006 22:59:16.00 | 9-MAR-2006 23:19:27.00 | passage en multiplicity 2 | p.54 | 
40 | 0 | 12707 | 1132587 | 0 | 0 | 16.491 | 198.547 | 183662 | 0 | 0 | 0 | 0 | 30654 | 1982675 | 1129749 | 1129749 | 1129749 | 1129749 | 1129749 | 1129749 | 1129749 | 2828743 | 272914 | 2593732 | 68434 | 16.6904 | M>=2 | 9-MAR-2006 23:19:27.00 | 9-MAR-2006 23:36:11.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
41 | 0 | 12706 | 1135162 | 0 | 0 | 18.4733 | 198.531 | 207507 | 0 | 0 | 0 | 0 | 31403 | 1876439 | 1134791 | 1134791 | 1134791 | 1134791 | 1134791 | 1134791 | 1134792 | 2653992 | 254757 | 2434690 | 63242 | 15.1335 | M>=2 | 9-MAR-2006 23:36:15.00 | 9-MAR-2006 23:54:29.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
42 | 0 | 12708 | 1142026 | 0 | 0 | 19.7843 | 198.562 | 220798 | 0 | 0 | 0 | 0 | 31677 | 1834696 | 1139486 | 1139486 | 1139486 | 1139486 | 1139486 | 1139486 | 1139487 | 2501624 | 241070 | 2294041 | 60242 | 14.3466 | M>=2 | 9-MAR-2006 23:54:29.00 | 10-MAR-2006 00:14:22.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
43 | 0 | 12711 | 1150021 | 0 | 0 | 24.0585 | 198.609 | 268564 | 0 | 0 | 0 | 0 | 32985 | 1721713 | 1147899 | 1147899 | 1147899 | 1147899 | 1147899 | 1147899 | 1147899 | 2245771 | 214933 | 2060320 | 53967 | 12.282 | M>=2 | 10-MAR-2006 00:14:22.00 | 10-MAR-2006 00:38:24.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
44 | 0 | 12708 | 1157973 | 0 | 0 | 22.7254 | 198.562 | 254070 | 0 | 0 | 0 | 0 | 32335 | 1775797 | 1155550 | 1155550 | 1155550 | 1155550 | 1155550 | 1155550 | 1155550 | 2215727 | 212527 | 2032605 | 53130 | 12.7268 | M>=2 | 10-MAR-2006 00:38:24.00 | 10-MAR-2006 01:01:16.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
45 | 0 | 12704 | 1185375 | 0 | 0 | 23.3944 | 198.5 | 263507 | 0 | 0 | 0 | 0 | 33499 | 1766250 | 1186351 | 1186351 | 1186351 | 1186351 | 1186351 | 1186351 | 1186352 | 1776811 | 170278 | 1630130 | 42703 | 12.7128 | M>=2 | 10-MAR-2006 01:01:19.00 | 10-MAR-2006 01:25:01.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
46 | 0 | 12707 | 1117784 | 0 | 0 | 22.4593 | 198.547 | 250911 | 0 | 0 | 0 | 0 | 32663 | 1737550 | 1116443 | 1116443 | 1116443 | 1116443 | 1116443 | 1116443 | 1116444 | 2600789 | 250120 | 2385550 | 62616 | 13.0178 | M>=2 | 10-MAR-2006 01:25:01.00 | 10-MAR-2006 01:47:14.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
47 | 0 | 12707 | 1182250 | 0 | 0 | 9.93311 | 198.547 | 110014 | 0 | 0 | 0 | 0 | 27947 | 2742229 | 1175075 | 1175072 | 1175072 | 1175072 | 1175072 | 1175072 | 1175072 | 1728304 | 166433 | 1584978 | 41488 | 25.4031 | M>=2 | 10-MAR-2006 01:47:15.00 | 10-MAR-2006 01:57:12.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
48 | 0 | 12708 | 1173540 | 0 | 0 | 8.50716 | 198.562 | 93726 | 0 | 0 | 0 | 0 | 27422 | 2674273 | 1167993 | 1167993 | 1167993 | 1167993 | 1167993 | 1167993 | 1167994 | 1319207 | 127513 | 1209775 | 31842 | 29.2576 | M>=2 | 10-MAR-2006 01:57:13.00 | 10-MAR-2006 02:05:28.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
49 | 0 | 12704 | 1179093 | 0 | 0 | 13.3053 | 198.5 | 148876 | 0 | 0 | 0 | 0 | 31159 | 2051579 | 1176502 | 1176502 | 1176502 | 1176502 | 1176502 | 1176502 | 1176502 | 1580597 | 152118 | 1449849 | 38074 | 20.9295 | M>=2 | 10-MAR-2006 02:05:28.00 | 10-MAR-2006 02:19:07.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
50 | 0 | 12704 | 1189005 | 0 | 0 | 16.0471 | 198.5 | 179417 | 0 | 0 | 0 | 0 | 33704 | 1801746 | 1189683 | 1189683 | 1189683 | 1189683 | 1189683 | 1189683 | 1189684 | 1222831 | 117680 | 1121598 | 29212 | 18.7853 | M>=2 | 10-MAR-2006 02:19:07.00 | 10-MAR-2006 02:35:08.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
51 | 0 | 12706 | 1193525 | 0 | 0 | 16.9266 | 198.531 | 189188 | 0 | 0 | 0 | 0 | 33341 | 1824345 | 1194275 | 1194275 | 1194275 | 1194275 | 1194275 | 1194275 | 1194276 | 1317116 | 127025 | 1207785 | 31645 | 17.6232 | M>=2 | 10-MAR-2006 02:35:09.00 | 10-MAR-2006 02:52:06.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
52 | 0 | 12704 | 1140849 | 0 | 0 | 25.4187 | 198.5 | 285165 | 0 | 0 | 0 | 0 | 34596 | 1548531 | 1138352 | 1138352 | 1138352 | 1138352 | 1138352 | 1138352 | 1138353 | 1962495 | 189095 | 1800008 | 47157 | 12.1319 | M>=2 | 10-MAR-2006 02:52:07.00 | 10-MAR-2006 03:17:19.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
53 | 0 | 8417 | 757071 | 0 | 0 | 19.1354 | 131.516 | 213585 | 0 | 0 | 0 | 0 | 23228 | 1014941 | 756647 | 756647 | 756647 | 756647 | 756647 | 756647 | 756648 | 1334868 | 127536 | 1225143 | 32063 | 10.8753 | M>=2 | 10-MAR-2006 03:17:19.00 | 10-MAR-2006 03:36:23.00 | run stopped because rings 2-5 gas pressure falling (42mbar) | page 55 | 
54 | 0 | 12706 | 1116737 | 0 | 0 | 17.1843 | 198.531 | 193240 | 0 | 0 | 0 | 0 | 32309 | 1772281 | 1116716 | 1116716 | 1116716 | 1116716 | 1116716 | 1116717 | 1116717 | 2770815 | 265742 | 2541430 | 67408 | 16.7196 | M>=2 | 10-MAR-2006 04:49:26.00 | 10-MAR-2006 05:07:02.00 |  | page 56 | 
55 | 0 | 12705 | 1123096 | 0 | 0 | 17.905 | 198.516 | 200503 | 0 | 0 | 0 | 0 | 50922 | 1954148 | 1122534 | 1122534 | 1122534 | 1122534 | 1122534 | 1122534 | 1122535 | 2908543 | 279432 | 2667156 | 70890 | 25.3971 | M>=2 | 10-MAR-2006 05:07:02.00 | 10-MAR-2006 05:24:29.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
56 | 0 | 12705 | 1131896 | 0 | 0 | 15.8739 | 198.516 | 177652 | 0 | 0 | 0 | 0 | 32688 | 1750475 | 1131852 | 1131852 | 1131852 | 1131852 | 1131852 | 1131852 | 1131853 | 2472397 | 236727 | 2268092 | 60148 | 18.4 | M>=2 | 10-MAR-2006 05:24:29.00 | 10-MAR-2006 05:40:25.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
57 | 0 | 10639 | 939568 | 0 | 0 | 14.4145 | 166.234 | 160416 | 0 | 0 | 0 | 0 | 27662 | 1435929 | 937650 | 937650 | 937650 | 937650 | 937650 | 937650 | 937651 | 2258064 | 215601 | 2072151 | 54762 | 17.2439 | M>=2 | 10-MAR-2006 05:40:25.00 | 10-MAR-2006 05:55:07.00 | stopped in order to try m>=3 trigger |  | 
58 | 0 | 12707 | 822405 | 0 | 0 | 37.1919 | 198.547 | 418646 | 0 | 0 | 0 | 0 | 33765 | 1025066 | 823254 | 823254 | 823254 | 823254 | 823254 | 823254 | 823255 | 5873515 | 562318 | 5388259 | 142501 | 8.06529 | M>=3 | 10-MAR-2006 05:56:01.00 | 10-MAR-2006 06:33:06.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
59 | 0 | 10563 | 707599 | 0 | 0 | 27.0387 | 165.047 | 302573 | 0 | 0 | 0 | 0 | 26981 | 996402 | 706864 | 706864 | 706864 | 706864 | 706864 | 706864 | 706865 | 4559381 | 436093 | 4183465 | 110359 | 8.91719 | M>=3 | 10-MAR-2006 06:33:06.00 | 10-MAR-2006 07:00:07.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
60 | 0 | 2153 | 189432 | 0 | 0 | 4.627 | 33.6406 | 51251 | 0 | 0 | 0 | 0 | 5939 | 282784 | 189519 | 189519 | 189519 | 189519 | 189519 | 189519 | 189520 | 422663 | 40382 | 387886 | 10132 | 11.5881 | M>=2 | 10-MAR-2006 07:00:30.00 | 10-MAR-2006 07:05:18.00 | Probleme HF machine - on arrete l'acquisition | page 60 | 
61 | 0 | 12709 | 1122136 | 0 | 0 | 14.3163 | 198.578 | 160768 | 0 | 0 | 0 | 0 | 31299 | 1931179 | 1123990 | 1123990 | 1123990 | 1123990 | 1123990 | 1123990 | 1123991 | 2845823 | 273100 | 2610049 | 68978 | 19.4684 | M>=2 | 10-MAR-2006 07:09:19.00 | 10-MAR-2006 07:23:28.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
62 | 0 | 12711 | 1121477 | 0 | 0 | 16.84 | 198.609 | 187346 | 0 | 0 | 0 | 0 | 31336 | 1839119 | 1120336 | 1120336 | 1120336 | 1120336 | 1120336 | 1120336 | 1120337 | 2928379 | 280115 | 2686810 | 70583 | 16.7263 | M>=2 | 10-MAR-2006 07:23:28.00 | 10-MAR-2006 07:40:23.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
63 | 0 | 12706 | 1114894 | 0 | 0 | 19.025 | 198.531 | 212223 | 0 | 0 | 0 | 0 | 32238 | 1738063 | 1112519 | 1112519 | 1112519 | 1112519 | 1112519 | 1112519 | 1112520 | 2906579 | 278502 | 2666187 | 70599 | 15.1906 | M>=2 | 10-MAR-2006 07:40:23.00 | 10-MAR-2006 07:59:24.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
64 | 0 | 12706 | 1119135 | 50552 | 0 | 21.0369 | 198.531 | 93296 | 0 | 0 | 0 | 0 | 13046 | 653911 | 441904 | 441904 | 441904 | 441904 | 441904 | 441904 | 441904 | 1087531 | 104622 | 997565 | 26148 | 13.9835 | M>=2 | 10-MAR-2006 07:59:27.00 | 10-MAR-2006 08:20:28.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
65 | 0 | 12704 | 1112679 | 452 | 0 | 19.182 | 198.5 | 119655 | 0 | 0 | 0 | 0 | 19173 | 1061409 | 662467 | 662467 | 662467 | 662467 | 662467 | 662467 | 662466 | 1791293 | 171199 | 1643694 | 43545 | 16.0236 | M>=2 | 10-MAR-2006 08:20:28.00 | 10-MAR-2006 08:40:03.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
66 | 0 | 12706 | 1108357 | 827 | 0 | 15.3435 | 198.531 | 171384 | 0 | 0 | 0 | 0 | 30640 | 1950951 | 1108207 | 1108207 | 1108207 | 1108207 | 1108207 | 1108207 | 1108207 | 3253795 | 313132 | 2983863 | 79129 | 17.878 | M>=2 | 10-MAR-2006 08:40:03.00 | 10-MAR-2006 08:55:13.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
67 | 0 | 12705 | 1103386 | 889 | 0 | 13.5464 | 198.516 | 151135 | 0 | 0 | 0 | 0 | 29760 | 2106869 | 1100353 | 1100353 | 1100353 | 1100353 | 1100353 | 1100353 | 1100354 | 3502259 | 338782 | 3210847 | 85296 | 19.691 | M>=2 | 10-MAR-2006 08:55:14.00 | 10-MAR-2006 09:08:30.00 | 78Kr + 40Ca 5.5 A.MeV |  | 
